6_Package;Class;Indegree_01;Outdegree_01;Indegree_02;Outdegree_02;Indegree_03;Outdegree_03;Indegree_04;Outdegree_04;Indegree_05;Outdegree_05;Indegree_06;Outdegree_06;Indegree_07;Outdegree_07;Indegree_08;Outdegree_08;Indegree_09;Outdegree_09;Indegree_10;Outdegree_10;Indegree_11;Outdegree_11;Indegree_12;Outdegree_12;Indegree_13;Outdegree_13;Indegree_14;Outdegree_14;Indegree_15;Outdegree_15;Indegree_16;Outdegree_16;Indegree_17;Outdegree_17;Indegree_18;Outdegree_18;Indegree_19;Outdegree_19;Indegree_20;Outdegree_20;Indegree_21;Outdegree_21;Indegree_22;Outdegree_22;Indegree_23;Outdegree_23;Indegree_24;Outdegree_24;Indegree_25;Outdegree_25;Indegree_26;Outdegree_26;Indegree_27;Outdegree_27;Indegree_28;Outdegree_28;Indegree_29;Outdegree_29;Indegree_30;Outdegree_30;Indegree_31;Outdegree_31;Indegree_32;Outdegree_32;Indegree_33;Outdegree_33;Indegree_34;Outdegree_34;Indegree_35;Outdegree_35;Indegree_36;Outdegree_36;Indegree_37;Outdegree_37;Indegree_38;Outdegree_38;Indegree_39;Outdegree_39
sweetHome3DApplication;com.eteks.sweethome3d.swing.ImportedFurnitureWizardStepsPanel;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.LabelPanel;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.WizardPane;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.HelpPane;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DViewController;com.eteks.sweethome3d.viewcontroller.WallController;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.HomeFurniturePanel;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DViewController;com.eteks.sweethome3d.viewcontroller.RoomController;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.HomeFramePane;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
sweetHome3DApplication;com.eteks.sweethome3d.swing.FileContentManager;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;2;1;0;1;2;1;2;1;2;1;0;1;0;1;2;1;0;1;0;1;0;1;0;1;0;1;2;1;2;1;0;1;0;1;0;1;0;1;2;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.Home3DAttributesPanel;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.FurnitureTable;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DViewController;com.eteks.sweethome3d.viewcontroller.PageSetupController;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.HomePrintableComponent;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.IconManager;1;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
sweetHome3DViewController;com.eteks.sweethome3d.viewcontroller.HomeController;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4
sweetHome3DPlugin;com.eteks.sweethome3d.plugin.PluginManager;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.HomeFrameController;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DViewController;com.eteks.sweethome3d.viewcontroller.UserPreferencesController;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DIO;com.eteks.sweethome3d.io.DefaultUserPreferences;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.NullableSpinner;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.TextureChoiceComponent;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;2;0;1;0;1;0;1;0;1;0;2;0;1;0;2;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;2;0;1;0;2;0;2;0;2;0;1;0;2;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplet;com.eteks.sweethome3d.applet.HomeAppletController;10;2;10;2;10;2;10;1;10;2;10;1;10;2;10;2;10;2;10;1;10;1;10;1;10;2;10;1;10;1;10;2;10;1;10;1;10;1;10;2;10;1;10;2;10;2;10;2;10;1;10;1;10;2;10;1;10;1;10;1;10;1;10;1;10;2;10;2;10;1;10;1;10;1;10;1;10;2
sweetHome3DApplication;com.eteks.sweethome3d.MacOSXConfiguration;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
sweetHome3DViewController;com.eteks.sweethome3d.viewcontroller.FurnitureCatalogController;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.ThreadedTaskPanel;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.PlanTransferHandler;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DSwing;com.eteks.sweethome3d.swing.VideoPanel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.ImportedTextureWizardStepsPanel;0;1;0;1;0;1;0;2;0;1;0;2;0;1;0;1;0;1;0;2;0;2;0;2;0;1;0;2;0;2;0;1;0;2;0;2;0;2;0;1;0;2;0;1;0;1;0;1;0;2;0;2;0;1;0;2;0;2;0;2;0;2;0;2;0;1;0;1;0;2;0;2;0;2;0;2;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.UserPreferencesPanel;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DViewController;com.eteks.sweethome3d.viewcontroller.ImportedFurnitureWizardController;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.RoomPanel;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DViewController;com.eteks.sweethome3d.viewcontroller.LabelController;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.PlanComponent;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DViewController;com.eteks.sweethome3d.viewcontroller.Home3DAttributesController;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DViewController;com.eteks.sweethome3d.viewcontroller.HomeFurnitureController;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.PhotoPanel;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DViewController;com.eteks.sweethome3d.viewcontroller.HelpController;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplet;com.eteks.sweethome3d.applet.ViewerHelper;46;0;46;0;46;1;46;0;46;1;46;0;46;0;46;0;46;1;46;0;46;0;46;0;46;0;46;0;46;0;46;2;46;0;46;0;46;0;46;0;46;0;46;0;46;1;46;1;46;0;46;0;46;0;46;0;46;0;46;0;46;0;46;0;46;0;46;0;46;0;46;0;49;0;50;0;50;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.ResourceAction;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1
sweetHome3DSwing;com.eteks.sweethome3d.swing.FurnitureCatalogListPanel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.HomeComponent3D;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.FurnitureTransferHandler;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DViewController;null;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
sweetHome3DApplet;com.eteks.sweethome3d.applet.AppletContentManager;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.SwingTools;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1
sweetHome3DApplet;com.eteks.sweethome3d.applet.AppletApplication;0;5;0;5;0;5;0;1;0;5;0;1;0;5;0;5;0;5;0;1;0;1;0;1;0;5;0;1;0;1;0;5;0;1;0;1;0;1;0;6;0;1;0;6;0;6;0;6;0;1;0;1;0;6;0;1;0;1;0;1;0;1;0;1;0;6;0;6;0;1;0;1;0;1;0;1;0;6
sweetHome3DViewController;com.eteks.sweethome3d.viewcontroller.BackgroundImageWizardController;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
sweetHome3DApplication;com.eteks.sweethome3d.swing.HomePane;1;2;1;2;1;2;0;2;1;2;0;2;1;2;1;2;1;2;0;2;0;2;0;2;1;2;0;2;0;2;1;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
sweetHome3DIO;com.eteks.sweethome3d.io.DefaultTexturesCatalog;3;0;3;0;3;0;4;0;3;0;4;0;3;0;3;0;3;0;5;0;4;0;4;0;3;0;4;0;5;0;3;0;5;0;4;0;4;0;3;0;4;0;3;0;3;0;3;0;4;0;5;0;3;0;5;0;5;0;5;0;4;0;5;0;3;0;3;0;4;0;4;0;4;0;4;0;3;0
sweetHome3DApplication;com.eteks.sweethome3d.SweetHome3D;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2
sweetHome3DViewController;com.eteks.sweethome3d.viewcontroller.TextureChoiceController;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
sweetHome3DApplication;com.eteks.sweethome3d.swing.ControllerAction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
sweetHome3DViewController;com.eteks.sweethome3d.viewcontroller.ImportedTextureWizardController;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
